   Nr |                      x |               math.tan |              cont_frac |            poly_approx |   err_frac |   err_poly 
 1367 |      0.966919345608116 |      1.449604046018251 |      1.449604046019252 |      1.449689160836154 |   1.00e-12 |   8.51e-05
 1368 |      0.402854352931976 |      0.426161873420736 |      0.426161873421736 |      0.426161443122953 |   1.00e-12 |   4.30e-07
 1369 |      1.162659610131330 |      2.312578631251328 |      2.312578631252324 |      2.312581292001848 |   9.96e-13 |   2.66e-06
 1370 |     -0.486091799417947 |     -0.528378469204025 |     -0.528378469203025 |     -0.528374959980046 |   1.00e-12 |   3.51e-06
 1371 |     -1.423466915550316 |     -6.738329987769665 |     -6.738329987768656 |     -6.738329988057884 |   1.01e-12 |   2.88e-10
 1372 |     -0.778257319705333 |     -0.985819333505979 |     -0.985819333504979 |     -0.985074132155413 |   1.00e-12 |   7.45e-04
 1373 |      1.146926190791319 |      2.216201286672715 |      2.216201286673713 |      2.216205012359846 |   9.97e-13 |   3.73e-06
 1374 |      0.283999031083448 |      0.291889034425642 |      0.291889034426642 |      0.291889025543631 |   1.00e-12 |   8.88e-09
 1375 |      1.385721077451629 |      5.341374547913493 |      5.341374547914495 |      5.341374550151191 |   1.00e-12 |   2.24e-09
 1376 |     -0.637042752490755 |     -0.739957323038534 |     -0.739957323037535 |     -0.739882937827399 |   1.00e-12 |   7.44e-05
 1377 |     -0.605307548143718 |     -0.691956987355097 |     -0.691956987354097 |     -0.691915382686515 |   1.00e-12 |   4.16e-05
 1378 |      1.432406230646317 |      7.179761574339667 |      7.179761574340663 |      7.179761574503861 |   9.96e-13 |   1.64e-10
 1379 |     -0.472299824146312 |     -0.510862532476630 |     -0.510862532475630 |     -0.510859990683998 |   1.00e-12 |   2.54e-06
 1380 |      1.233184030112330 |      2.848575449310829 |      2.848575449311830 |      2.848575939077353 |   1.00e-12 |   4.90e-07
 1381 |      0.762016714206073 |      0.954297366688510 |      0.954297366689510 |      0.953714282574338 |   1.00e-12 |   5.83e-04
 1382 |     -0.558456917381146 |     -0.624801995454329 |     -0.624801995453328 |     -0.624785278201462 |   1.00e-12 |   1.67e-05
 1383 |     -0.037365677642668 |     -0.037383077270005 |     -0.037383077269005 |     -0.037383077270005 |   1.00e-12 |   0.00e+00
 1384 |     -0.010584990259749 |     -0.010585385598693 |     -0.010585385597693 |     -0.010585385598693 |   1.00e-12 |   0.00e+00
 1385 |      1.422207581438638 |      6.680382177096268 |      6.680382177097261 |      6.680382177407402 |   9.93e-13 |   3.11e-10
 1386 |      0.893751221743230 |      1.244112529447266 |      1.244112529448266 |      1.244343439659434 |   1.00e-12 |   2.31e-04
 1387 |      1.386385923408986 |      5.361077608802395 |      5.361077608803392 |      5.361077610968921 |   9.97e-13 |   2.17e-09
 1388 |      1.207736297235945 |      2.632268442832217 |      2.632268442833205 |      2.632269380089900 |   9.88e-13 |   9.37e-07
 1389 |      0.365588370931366 |      0.382796493422356 |      0.382796493423356 |      0.382796347307467 |   1.00e-12 |   1.46e-07
 1390 |      1.489007902892948 |     12.199394184216313 |     12.199394184217256 |     12.199394184217770 |   9.43e-13 |   1.46e-12
 1391 |      1.044013181573148 |      1.719383154570650 |      1.719383154571650 |      1.719408746907017 |   1.00e-12 |   2.56e-05
 1392 |      0.411315074066041 |      0.436195596855793 |      0.436195596856793 |      0.436195054404074 |   1.00e-12 |   5.42e-07
 1393 |     -1.189956673707641 |     -2.497585760612617 |     -2.497585760611610 |     -2.497587196455352 |   1.01e-12 |   1.44e-06
 1394 |      1.353297236849356 |      4.524991011351652 |      4.524991011352647 |      4.524991020885472 |   9.95e-13 |   9.53e-09
 1395 |      0.741541799062826 |      0.915920768375616 |      0.915920768376615 |      0.915495576766311 |   1.00e-12 |   4.25e-04
